src_node_id,dst_node_id
1182766,384178
1182766,1180367
1182766,935468
1182766,926658
1182766,1232445
1182766,67963
1182766,877103
1182766,522915
1182766,317017
1182766,1234825
1182766,1035858
1182766,115424
1182766,1123531
1182766,203267
1182766,863251
1182766,432673
1182766,332655
1182766,850299
1182766,1077420
1182766,838545
1182766,245684
1182766,331427
1182766,676501
1182766,389783
1182766,601171
1182766,579781
1182766,1106963
1182766,847519
1182766,386457
1182766,305729
1182766,57150
1182766,737458
1182766,457696
1182766,293296
1182766,1163442
1182766,327558
1182766,168534
1182766,509743
1182766,328958
1182766,77752
1182766,1016442
1182766,670239
1182766,372566
1182766,305869
1182766,308875
1182766,235342
1182766,408700
1182766,891014
1182766,254709
1182766,179297
1182766,979584
1182766,849352
1182766,549485
1182766,541778
1182766,38059
1182766,350774
1182766,1220634
1182766,486526
1182766,332229
1182766,1021198
1182766,401524
1182766,123674
1182766,436866
1182766,1111833
1182766,159659
1182766,1182415
1182766,567239
1182766,1150093
1182766,971105
1234825,258126
1234825,842815
1234825,609923
1234825,347669
1234825,1073625
1234825,1089958
1234825,1118996
1234825,530831
1234825,500219
1234825,959007
1234825,260662
1234825,432673
1234825,666881
1234825,314403
1234825,975572
1234825,704995
1234825,929395
1234825,204078
1234825,151076
1234825,261178
1234825,564871
1234825,420199
1234825,971638
1234825,199572
1234825,565568
1234825,189457
1234825,491590
1234825,15782
1234825,826777
1234825,39546
1234825,119523
1234825,702161
1234825,233694
1234825,588591
1234825,393844
1234825,846415
1234825,59016
1234825,501726
1234825,714938
1234825,694221
1234825,1238902
1234825,149974
1234825,299004
1234825,1134436
1234825,888663
1234825,1147951
1234825,469413
1234825,903539
1234825,197755
1234825,272477
1234825,535817
1234825,702483
1234825,690033
1234825,1091237
1234825,1102909
1234825,784340
1234825,24429
1234825,389898
1234825,876339
1234825,263011
1234825,1242232
1234825,639454
1234825,426535
1234825,299177
1234825,867667
1234825,26301
1234825,453402
1234825,443975
1234825,1195810
1234825,695122
1234825,693138
1234825,1222680
1234825,1036097
1234825,1211403
1234825,67422
1234825,574206
1234825,1241902
1234825,1109331
1234825,312729
1234825,1048516
1234825,1026837
1234825,317318
1234825,785479
1234825,920706
1234825,581537
1234825,539474
1234825,27145
1234825,449989
1234825,891152
1234825,160603
1234825,220394
1234825,832
1234825,352236
1234825,1213924
1234825,290163
1234825,287707
1234825,738005
1234825,564269
1234825,615598
1234825,325142
1234825,139720
1234825,29456
1234825,787592
1234825,1161555
1234825,188487
1234825,979202
1234825,628055
1234825,466696
1234825,744414
1234825,768376
1234825,274113
1234825,498023
1234825,70951
1234825,961266
1234825,1085132
1234825,953050
1234825,555647
1234825,1026343
1234825,529404
1234825,791678
1234825,714145
1234825,695065
1234825,159878
1234825,968625
1234825,1019947
1234825,1190368
1234825,18
1234825,911212
1234825,1218716
1234825,118014
1234825,133296
1234825,1182311
1234825,38203
1234825,1182415
1216437,822810
1216437,1141427
1216437,95544
1216437,387186
1216437,1073545
1216437,316413
1216437,1242788
1216437,1079929
1216437,127952
1216437,203962
1216437,562445
1216437,49093
1216437,403521
1216437,651583
1216437,748334
1216437,48860
1216437,221435
1216437,552107
1216437,694879
1216437,1184755
1216437,419072
1216437,1184018
1216437,68332
1216437,698472
1216437,966887
1216437,1131173
1216437,496983
1216437,1247920
1216437,320919
1216437,994123
1216437,1198596
1216437,1188450
1216437,451970
1216437,508204
1216437,932984
1216437,575893
1216437,96018
1216437,750561
1216437,874728
1216437,245080
1216437,331314
1216437,766844
1216437,424550
1216437,86394
1216437,559059
1216437,474609
1216437,294716
1216437,370018
1216437,947330
1216437,1111727
1216437,49144
1216437,322361
1216437,951701
1216437,305869
1216437,176660
1216437,1213924
1216437,72461
1216437,463009
1216437,1049368
1216437,1201107
1216437,675962
1216437,1151549
1216437,108126
1216437,25867
1216437,520057
1216437,272119
1216437,473924
1216437,678059
1216437,885538
1216437,514839
1216437,561299
1216437,1151901
1216437,676838
1216437,281912
1216437,1174869
1216437,1120892
1216437,640118
1216437,402028
1216437,657478
1216437,510322
1216437,241384
1216437,310225
1216437,292299
1216437,448753
1216437,856956
1216437,905609
1216437,645997
1216437,319405
1216437,1234735
1216437,909682
1216437,59314
1216437,829116
1216437,494256
1216437,1071247
1216437,1246969
1216437,1059134
1216437,610112
1216437,810655
1216437,1162597
1216437,150597
1216437,1160496
1216437,1168467
1216437,872146
1216437,1064009
1216437,862440
1216437,131096
1216437,949013
1216437,992096
1216437,1267356
1216437,296198
1216437,1141396
1216437,602272
1216437,1242168
1216437,758730
1216437,54373
1216437,70460
1216437,18373
1216437,204407
1216437,1079905
1216437,970469
1216437,149712
1216437,416230
1216437,1057187
1216437,393715
1216437,1096907
